Rk,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 17,OWS,DWS,WS,WS/48,Unnamed: 22,OBPM,DBPM,BPM,VORP,Year,Team,Wins,Losses,Previous TS%,Previous TRB%,Previous AST%,Previous BPM,Previous VORP,Previous WS,Previous WS/48,Rookie,Previous VORP Team Rank,Previous TS% Team Rank,Previous TRB% Team Rank,Previous AST% Team Rank,Previous BPM Team Rank,Previous WS Team Rank,Previous WS/48 Team Rank,Top 5 Previous VORP Team Rank,Top 5 Previous TS% Team Rank,Top 5 Previous TRB% Team Rank,Top 5 Previous AST% Team Rank,Top 5 Previous BPM Team Rank,Top 5 Previous WS Team Rank,Top 5 Previous WS/48 Team Rank
8,Michael Ruffin,29,76,1010,8.1,0.479,0.026,0.961,13.6,17.7,15.6,3.7,1.7,2.4,25.8,6.5,,0.6,1.1,1.7,0.081,,-3.4,0.7,-2.7,-0.2,2006,WAS,42,40,0.4320000000000001,14.8,7.1,-2.1,0.0,1.9,0.07400000000000001,False,8.0,12.0,1.0,9.0,9.0,8.0,8.0,False,False,True,False,False,False,False
9,Chucky Atkins,31,28,552,10.4,0.498,0.529,0.17800000000000002,2.5,7.2,4.7,19.8,1.3,0.0,13.8,17.6,,0.4,0.2,0.6,0.056,,-0.6,-1.0,-1.6,0.0,2006,WAS,42,40,0.5579999999999999,3.8,20.6,-1.1,0.6,4.5,0.07400000000000001,False,6.0,3.0,13.0,3.0,6.0,6.0,9.0,False,True,False,True,False,False,False
10,Jarvis Hayes,24,21,516,12.2,0.499,0.257,0.16399999999999998,4.2,13.2,8.6,8.7,1.6,0.2,10.1,18.8,,0.3,0.4,0.7,0.065,,-0.9,-0.5,-1.4,0.1,2006,WAS,42,40,0.475,8.2,9.3,-2.6,-0.2,1.7,0.051,False,12.0,10.0,9.0,7.0,10.0,9.0,12.0,False,False,False,False,False,False,False
11,Donell Taylor,23,51,465,10.1,0.452,0.125,0.316,3.9,9.5,6.6,15.2,3.4,0.7,18.0,18.1,,-0.3,0.5,0.2,0.017,,-3.5,1.1,-2.4,0.0,2006,WAS,42,40,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
12,Calvin Booth,29,33,250,8.9,0.451,0.043,0.191,8.6,15.8,12.1,7.2,1.9,2.8,13.6,10.5,,0.1,0.3,0.4,0.07,,-3.7,1.3,-2.3,0.0,2006,WAS,42,40,0.477,12.4,2.4,-1.7,0.0,0.6,0.106,False,9.0,9.0,4.0,13.0,8.0,11.0,4.0,False,False,True,False,False,False,True
13,Andray Blatche,19,29,175,10.1,0.45,0.194,0.179,7.7,17.8,12.6,9.5,1.5,3.1,14.2,21.5,,-0.1,0.2,0.1,0.026,,-4.9,-0.1,-5.0,-0.1,2006,WAS,42,40,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
14,Billy Thomas,30,17,131,9.8,0.465,0.75,0.05,4.3,8.2,6.2,10.6,4.0,0.6,12.8,16.0,,0.0,0.2,0.2,0.063,,-2.5,2.2,-0.2,0.1,2006,WAS,42,40,0.47,6.1,8.0,-3.3,-0.1,0.4,0.055,False,11.0,11.0,11.0,8.0,11.0,12.0,11.0,False,False,False,False,False,False,False
15,Awvee Storey,28,25,116,9.2,0.456,0.171,0.341,7.8,14.5,11.0,5.6,1.3,0.7,9.6,20.0,,0.0,0.1,0.1,0.039,,-4.6,-1.6,-6.2,-0.1,2006,WAS,42,40,0.368,9.4,5.2,-6.0,0.0,0.0,0.026,False,10.0,13.0,7.0,10.0,13.0,13.0,13.0,False,False,False,False,False,False,False
1,Dwight Howard,20,82,3021,19.3,0.565,0.002,0.679,12.1,29.2,20.9,7.2,1.2,3.0,15.9,21.3,,4.2,4.4,8.6,0.13699999999999998,,1.1,-0.1,1.0,2.3,2006,ORL,36,46,0.5710000000000001,17.3,4.4,0.0,1.4,7.3,0.131,False,3.0,2.0,2.0,14.0,5.0,1.0,3.0,True,True,True,False,True,True,True
2,DeShawn Stevenson,24,82,2648,10.9,0.507,0.019,0.31,2.8,8.3,5.6,10.1,1.2,0.5,12.2,18.1,,1.2,1.3,2.4,0.044,,-1.8,-0.8,-2.5,-0.3,2006,ORL,36,46,0.456,5.2,10.4,-4.8,-0.8,-0.1,-0.006999999999999999,False,17.0,15.0,15.0,7.0,15.0,16.0,16.0,False,False,False,False,False,False,False
3,Hedo Türkoğlu,26,78,2615,16.7,0.578,0.32299999999999995,0.338,3.4,12.1,7.9,14.3,1.5,0.6,11.4,20.6,,5.8,1.9,7.6,0.14,,2.1,-0.2,2.0,2.5,2006,ORL,36,46,0.532,7.4,14.9,0.7,1.2,3.4,0.092,False,4.0,4.0,12.0,6.0,3.0,5.0,5.0,True,True,False,False,True,True,True
4,Tony Battie,29,82,2215,12.2,0.531,0.011,0.243,8.3,16.9,12.7,3.7,1.1,2.5,12.6,14.9,,1.7,2.2,3.8,0.083,,-1.7,0.0,-1.8,0.1,2006,ORL,36,46,0.498,13.4,3.2,-3.3,-0.6,2.0,0.051,False,16.0,11.0,4.0,17.0,12.0,8.0,15.0,False,False,True,False,False,False,False
5,Jameer Nelson,23,62,1784,19.5,0.5670000000000001,0.229,0.252,2.8,9.5,6.2,31.5,2.1,0.4,15.6,25.1,,3.5,1.4,4.9,0.132,,2.6,-0.6,2.0,1.8,2006,ORL,36,46,0.51,6.7,24.8,-0.7,0.5,2.5,0.07400000000000001,False,6.0,6.0,14.0,3.0,7.0,6.0,7.0,False,False,False,True,False,False,False
6,Steve Francis,28,46,1734,15.9,0.532,0.122,0.504,4.4,11.0,7.8,25.7,1.6,0.5,18.2,23.4,,1.7,1.2,2.9,0.081,,1.1,-0.5,0.6,1.1,2006,ORL,36,46,0.521,8.5,31.6,1.2,2.4,6.2,0.1,False,2.0,5.0,9.0,1.0,2.0,3.0,4.0,True,True,False,True,True,True,True
7,Keyon Dooling,25,50,1137,12.6,0.513,0.106,0.299,1.2,7.1,4.2,16.7,2.3,0.3,15.2,22.5,,0.3,0.8,1.1,0.046,,-2.4,-0.3,-2.7,-0.2,2006,ORL,36,46,0.486,4.4,17.0,-2.7,-0.2,1.5,0.061,False,10.0,12.0,17.0,5.0,10.0,9.0,10.0,False,False,False,True,False,False,False
8,Pat Garrity,29,57,938,9.1,0.546,0.5329999999999999,0.153,4.2,9.9,7.1,6.5,0.7,0.8,12.8,15.0,,0.8,0.4,1.2,0.062,,-0.9,-1.0,-1.8,0.0,2006,ORL,36,46,0.505,7.3,4.9,-2.8,-0.2,1.1,0.054000000000000006,False,11.0,7.0,13.0,12.0,11.0,10.0,12.0,False,False,False,False,False,False,False
9,Darko Miličić,20,30,627,16.3,0.522,0.0,0.209,6.9,17.1,12.1,9.0,1.0,7.8,14.1,19.3,,0.3,0.9,1.1,0.086,,-1.3,1.8,0.6,0.4,2006,ORL,36,46,0.387,9.9,4.5,-7.9,-0.4,-0.2,-0.031,False,15.0,16.0,8.0,13.0,17.0,17.0,17.0,False,False,False,False,False,False,False
10,Grant Hill,33,21,613,19.0,0.552,0.033,0.42,3.1,12.7,8.1,14.6,2.1,0.8,10.8,24.9,,1.1,0.6,1.7,0.13,,1.5,0.0,1.5,0.5,2006,ORL,36,46,0.565,7.6,17.1,2.5,2.7,6.6,0.136,False,1.0,3.0,11.0,4.0,1.0,2.0,2.0,True,True,False,True,True,True,True
11,Carlos Arroyo,26,27,594,18.8,0.569,0.063,0.35700000000000004,1.9,10.3,6.2,23.8,1.7,0.1,12.9,23.4,,1.3,0.4,1.7,0.135,,1.9,-0.6,1.3,0.5,2006,ORL,36,46,0.458,4.8,29.7,-3.4,-0.2,0.9,0.06,False,12.0,14.0,16.0,2.0,14.0,11.0,11.0,False,False,False,True,False,False,False
12,Stacey Augmon,37,36,385,7.6,0.412,0.0,0.411,5.9,10.9,8.5,9.0,1.7,1.2,11.3,12.0,,0.0,0.3,0.3,0.033,,-2.7,0.6,-2.1,0.0,2006,ORL,36,46,0.48,8.4,8.1,-3.3,-0.2,0.7,0.053,False,13.0,13.0,10.0,9.0,13.0,13.0,13.0,False,False,False,False,False,False,False
13,Bo Outlaw,34,32,355,11.8,0.61,0.0,0.138,11.1,15.6,13.4,6.2,1.5,2.7,21.7,10.5,,0.4,0.4,0.7,0.101,,-1.5,1.1,-0.4,0.2,2006,ORL,36,46,0.382,13.2,7.7,-1.2,0.0,0.2,0.053,False,9.0,17.0,5.0,10.0,8.0,15.0,14.0,False,False,True,False,False,False,False
14,Kelvin Cato,31,23,299,9.4,0.503,0.0,0.486,8.1,17.7,13.0,1.1,1.1,2.6,15.5,16.4,,0.0,0.3,0.3,0.052000000000000005,,-4.7,-0.2,-4.9,-0.2,2006,ORL,36,46,0.6,15.3,3.9,0.7,1.1,4.3,0.13699999999999998,False,5.0,1.0,3.0,15.0,4.0,4.0,1.0,True,True,True,False,True,True,True
15,Trevor Ariza,20,21,290,15.8,0.485,0.025,0.625,12.7,21.5,17.3,8.3,2.6,0.5,13.6,19.3,,0.2,0.4,0.6,0.101,,-0.2,0.0,-0.3,0.1,2006,ORL,36,46,0.503,10.3,9.8,-0.6,0.5,2.1,0.073,False,7.0,9.0,7.0,8.0,6.0,7.0,8.0,False,False,False,False,False,False,False
16,Travis Diener,23,23,246,12.6,0.614,0.826,0.087,2.1,8.3,5.3,10.6,1.5,0.0,12.2,15.7,,0.5,0.1,0.6,0.115,,1.3,-0.4,0.9,0.2,2006,ORL,36,46,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
17,Mario Kasun,25,28,213,8.9,0.506,0.0,0.333,14.3,20.3,17.4,2.4,0.5,1.1,15.9,20.9,,0.1,0.2,0.3,0.059,,-7.2,-1.8,-9.0,-0.4,2006,ORL,36,46,0.505,20.1,3.5,-5.8,-0.3,0.6,0.076,False,14.0,8.0,1.0,16.0,16.0,14.0,6.0,False,False,True,False,False,False,False
18,Terence Morris,27,22,192,5.1,0.348,0.041,0.061,4.0,20.0,12.2,3.2,1.7,2.1,12.2,14.1,,-0.4,0.2,-0.1,-0.031,,-5.0,0.6,-4.4,-0.1,2006,ORL,36,46,0.5,11.7,6.8,-1.3,0.1,0.9,0.07,False,8.0,10.0,6.0,11.0,9.0,12.0,9.0,False,False,False,False,False,False,False
1,Raymond Felton,21,80,2406,14.2,0.483,0.307,0.251,3.5,9.7,6.4,30.9,2.2,0.3,15.7,21.4,,0.8,1.8,2.6,0.051,,0.2,-0.8,-0.6,0.8,2006,CHA,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
2,Brevin Knight,30,69,2351,17.3,0.478,0.017,0.407,1.6,9.9,5.5,42.3,3.4,0.1,15.3,20.3,,2.5,2.5,4.9,0.101,,0.4,1.0,1.4,2.0,2006,CHA,26,56,0.495,5.0,49.3,1.8,1.8,4.5,0.11,False,1.0,7.0,12.0,1.0,1.0,2.0,1.0,True,False,False,True,True,True,True
3,Primož Brezec,26,79,2165,15.3,0.552,0.003,0.28300000000000003,9.1,14.8,11.8,3.7,0.5,1.1,8.7,20.0,,3.4,1.2,4.6,0.102,,-0.4,-2.0,-2.4,-0.2,2006,CHA,26,56,0.55,13.3,6.6,-1.0,0.6,4.9,0.104,False,4.0,2.0,3.0,8.0,4.0,1.0,2.0,True,True,True,False,True,True,True
4,Jumaine Jones,26,76,2089,12.1,0.506,0.455,0.16399999999999998,5.5,16.1,10.4,5.0,1.7,0.8,8.6,18.3,,1.2,1.8,3.0,0.068,,-0.9,-0.9,-1.7,0.2,2006,CHA,26,56,0.556,12.3,5.8,-0.4,0.8,3.7,0.097,False,3.0,1.0,5.0,10.0,3.0,4.0,3.0,True,True,True,False,True,True,True
5,Gerald Wallace,23,55,1895,21.3,0.578,0.085,0.52,7.1,18.9,12.6,8.8,3.7,4.7,12.0,19.3,,3.0,3.4,6.4,0.163,,2.0,2.9,4.9,3.2,2006,CHA,26,56,0.51,10.3,10.4,0.2,1.2,2.4,0.055,False,2.0,5.0,7.0,5.0,2.0,5.0,7.0,True,True,False,True,True,True,False
6,Melvin Ely,27,57,1348,14.3,0.55,0.005,0.452,7.6,16.8,11.9,9.7,1.1,2.5,16.4,20.1,,0.8,1.2,2.0,0.07200000000000001,,-1.7,-0.2,-1.8,0.1,2006,CHA,26,56,0.465,11.3,7.6,-4.4,-1.0,0.1,0.004,False,12.0,10.0,6.0,6.0,11.0,10.0,10.0,False,False,False,False,False,False,False
7,Bernard Robinson,25,66,1303,12.0,0.498,0.058,0.3670000000000001,5.2,14.9,9.7,9.5,3.2,0.6,14.9,17.0,,0.1,1.6,1.7,0.061,,-2.9,1.1,-1.8,0.1,2006,CHA,26,56,0.503,8.4,14.4,-2.8,-0.1,0.3,0.037000000000000005,False,7.0,6.0,8.0,2.0,8.0,8.0,8.0,False,False,False,True,False,False,False
8,Matt Carroll,25,78,1275,13.9,0.54,0.389,0.353,2.9,12.0,7.1,4.6,1.9,0.7,8.0,20.8,,1.6,1.0,2.6,0.097,,0.0,-0.6,-0.6,0.5,2006,CHA,26,56,0.517,8.0,6.8,-2.3,0.0,0.7,0.078,False,5.0,4.0,9.0,7.0,6.0,6.0,4.0,True,True,False,False,False,False,True
9,Kareem Rush,25,47,1111,9.8,0.471,0.35,0.16399999999999998,1.8,9.5,5.4,7.7,1.8,0.9,11.4,22.7,,-1.0,0.7,-0.2,-0.01,,-2.3,-1.1,-3.4,-0.4,2006,CHA,26,56,0.48,5.1,13.0,-2.6,-0.1,0.2,0.013,False,8.0,8.0,11.0,3.0,7.0,9.0,9.0,False,False,False,True,False,False,False
10,Emeka Okafor,23,26,874,14.9,0.464,0.0,0.396,11.7,23.7,17.3,6.0,1.3,4.4,12.5,21.5,,-0.2,1.1,1.0,0.054000000000000006,,-1.7,-0.4,-2.1,0.0,2006,CHA,26,56,0.479,17.5,4.3,-2.0,0.0,4.0,0.07400000000000001,False,6.0,9.0,1.0,11.0,5.0,3.0,6.0,False,False,True,False,True,True,False
11,Keith Bogans,25,39,848,12.4,0.51,0.34,0.365,3.7,11.3,7.2,8.7,2.4,0.3,10.9,19.6,,0.4,0.7,1.2,0.066,,-1.1,0.0,-1.0,0.2,2006,CHA,26,56,0.465,7.2,12.6,-3.9,-0.9,0.1,0.002,False,11.0,11.0,10.0,4.0,10.0,11.0,11.0,False,False,False,True,False,False,False
12,Jake Voskuhl,28,51,818,11.0,0.47,0.011,0.23,8.3,18.3,13.0,7.9,1.6,2.2,10.3,17.4,,0.2,0.9,1.0,0.061,,-4.4,0.0,-4.4,-0.5,2006,CHA,26,56,0.528,13.7,6.1,-3.2,-0.1,0.6,0.075,False,9.0,3.0,2.0,9.0,9.0,7.0,5.0,False,True,True,False,False,False,True
13,Alan Anderson,23,36,564,10.4,0.52,0.32,0.227,4.4,10.3,7.2,9.3,1.0,0.6,13.9,18.2,,0.2,0.3,0.4,0.037000000000000005,,-1.7,-1.7,-3.3,-0.2,2006,CHA,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
14,Sean May,21,23,398,15.3,0.474,0.029,0.374,11.5,20.9,15.9,9.7,2.2,2.3,14.2,25.9,,-0.1,0.5,0.4,0.047,,-2.0,-0.6,-2.6,0.0,2006,CHA,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
15,Kevin Burleson,26,39,340,5.1,0.3670000000000001,0.614,0.193,1.3,8.0,4.4,20.8,3.9,0.5,20.8,15.7,,-0.6,0.4,-0.2,-0.032,,-7.8,1.6,-6.2,-0.4,2006,CHA,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,16.0,16.0,16.0,16.0,16.0,16.0,16.0,False,False,False,False,False,False,False
16,Lonny Baxter,27,18,119,9.2,0.461,0.0,0.5,6.4,27.1,16.1,2.6,0.9,0.7,15.2,17.2,,-0.1,0.1,0.0,0.014,,-3.8,-1.3,-5.2,-0.1,2006,CHA,26,56,0.253,13.2,0.0,-21.8,-0.2,-0.2,-0.266,False,10.0,12.0,4.0,12.0,12.0,12.0,12.0,False,False,True,False,False,False,False
1,Joe Johnson,24,82,3340,17.9,0.537,0.258,0.237,3.4,8.8,6.0,29.1,1.6,0.7,14.8,24.6,,5.5,0.4,6.0,0.086,,3.1,-2.1,1.0,2.5,2006,ATL,26,56,0.556,7.0,13.2,0.9,2.4,7.6,0.112,False,1.0,1.0,7.0,6.0,1.0,1.0,1.0,True,True,False,False,True,True,True
2,Al Harrington,25,76,2782,16.0,0.513,0.157,0.287,5.5,17.4,11.3,15.8,1.6,0.4,12.4,25.6,,2.6,1.2,3.8,0.065,,0.4,-1.7,-1.3,0.5,2006,ATL,26,56,0.508,10.5,14.5,-2.2,-0.1,1.6,0.03,False,7.0,7.0,5.0,3.0,7.0,7.0,8.0,False,False,True,True,False,False,False
3,Josh Smith,20,80,2559,15.5,0.5,0.142,0.377,8.0,17.2,12.5,12.2,1.3,6.2,15.2,18.9,,1.5,2.1,3.6,0.067,,-0.5,0.8,0.3,1.4,2006,ATL,26,56,0.506,13.0,10.2,-0.5,0.8,2.4,0.055,False,2.0,8.0,2.0,8.0,2.0,5.0,7.0,True,False,True,False,True,True,False
4,Zaza Pachulia,21,78,2452,15.0,0.53,0.003,0.593,12.6,17.6,15.0,8.5,1.9,1.2,17.3,19.2,,2.5,1.4,3.9,0.077,,-0.8,-1.3,-2.1,-0.1,2006,ATL,26,56,0.526,15.9,6.8,-1.3,0.2,2.9,0.099,False,5.0,4.0,1.0,9.0,5.0,4.0,3.0,True,True,True,False,True,True,True
5,Josh Childress,22,74,2249,15.8,0.626,0.129,0.399,7.0,13.9,10.3,9.4,2.0,1.3,14.6,14.0,,4.6,1.1,5.7,0.121,,1.3,-0.1,1.2,1.8,2006,ATL,26,56,0.5429999999999999,11.8,10.4,-0.6,0.8,4.6,0.093,False,3.0,3.0,3.0,7.0,3.0,2.0,4.0,True,True,True,False,True,True,True
6,Marvin Williams,19,79,1952,12.2,0.523,0.1,0.476,7.3,16.5,11.8,5.2,1.3,0.9,11.4,16.9,,2.1,0.7,2.8,0.069,,-1.8,-1.7,-3.5,-0.7,2006,ATL,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,12.0,12.0,12.0,12.0,12.0,12.0,12.0,False,False,False,False,False,False,False
7,Salim Stoudamire,23,61,1236,12.5,0.545,0.439,0.224,1.1,10.4,5.6,10.5,1.2,0.2,13.2,22.9,,1.1,0.0,1.2,0.046,,-0.3,-2.3,-2.5,-0.2,2006,ATL,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,13.0,13.0,13.0,13.0,13.0,13.0,13.0,False,False,False,False,False,False,False
8,Tyronn Lue,28,51,1234,15.5,0.585,0.304,0.33,1.2,6.9,4.0,21.7,1.1,0.2,13.5,20.4,,2.8,-0.1,2.7,0.104,,1.5,-2.2,-0.7,0.4,2006,ATL,26,56,0.555,4.2,29.8,-1.7,0.1,3.2,0.1,False,6.0,2.0,11.0,1.0,6.0,3.0,2.0,False,True,False,True,False,True,True
9,Royal Ivey,24,73,978,8.4,0.467,0.038,0.125,3.7,8.2,5.9,12.2,1.3,0.5,7.6,14.0,,0.6,0.0,0.7,0.034,,-3.7,-0.9,-4.6,-0.6,2006,ATL,26,56,0.484,6.0,20.0,-5.5,-0.7,0.2,0.009000000000000001,False,11.0,9.0,9.0,2.0,10.0,9.0,10.0,False,False,False,True,False,False,False
10,Esteban Batista,22,57,495,7.1,0.489,0.013,0.6629999999999999,14.4,20.7,17.5,2.1,1.6,1.7,26.9,13.0,,-0.2,0.3,0.1,0.011,,-6.2,-1.7,-7.9,-0.7,2006,ATL,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,14.0,14.0,14.0,14.0,14.0,14.0,14.0,False,False,False,False,False,False,False
11,John Edwards,24,40,296,6.4,0.508,0.0,0.172,7.1,12.5,9.7,2.7,0.5,3.9,14.8,12.4,,0.1,0.1,0.2,0.026,,-6.2,-0.2,-6.4,-0.3,2006,ATL,26,56,0.401,8.2,3.7,-8.0,-0.2,-0.1,-0.035,False,9.0,11.0,6.0,11.0,11.0,11.0,11.0,False,False,False,False,False,False,False
12,Donta Smith,22,23,127,12.7,0.589,0.14800000000000002,0.444,2.8,10.7,6.6,11.4,3.3,0.0,11.0,13.0,,0.2,0.1,0.3,0.104,,-3.1,1.2,-1.9,0.0,2006,ATL,26,56,0.473,7.0,14.1,-3.5,-0.2,0.2,0.026,False,10.0,10.0,8.0,4.0,9.0,10.0,9.0,False,False,False,True,False,False,False
13,Anthony Grundy,26,12,108,16.6,0.589,0.395,0.368,1.1,18.3,9.5,14.7,3.4,0.0,16.9,22.4,,0.1,0.1,0.2,0.095,,-1.3,0.9,-0.4,0.0,2006,ATL,26,56,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,15.0,15.0,15.0,15.0,15.0,15.0,15.0,False,False,False,False,False,False,False
14,John Thomas,30,11,66,3.1,0.514,0.0,0.5710000000000001,5.3,13.1,9.1,2.2,1.6,0.0,31.3,8.8,,0.0,0.0,0.0,-0.023,,-5.3,-1.2,-6.5,-0.1,2006,ATL,26,56,0.522,10.6,4.7,-3.0,-0.1,0.9,0.083,False,8.0,5.0,4.0,10.0,8.0,8.0,5.0,False,True,True,False,False,False,True
15,Tony Delk,32,1,7,16.1,0.532,0.0,2.0,16.7,17.7,17.2,0.0,0.0,0.0,0.0,12.2,,0.0,0.0,0.0,0.171,,1.1,-3.3,-2.2,0.0,2006,ATL,26,56,0.512,5.6,13.9,-1.0,0.3,2.1,0.07400000000000001,False,4.0,6.0,10.0,5.0,4.0,6.0,6.0,True,False,False,True,True,False,False
1,Carmelo Anthony,21,80,2941,22.0,0.563,0.097,0.451,4.9,10.7,7.8,14.3,1.5,1.1,10.4,32.0,,6.8,2.6,9.4,0.153,,3.5,-0.9,2.7,3.5,2006,DEN,44,38,0.526,9.4,13.1,-1.2,0.5,4.9,0.09,False,11.0,8.0,8.0,7.0,13.0,5.0,10.0,False,False,False,False,False,True,False
2,Andre Miller,29,82,2937,16.4,0.532,0.031,0.486,3.7,10.2,7.0,36.2,1.8,0.5,19.5,20.0,,3.6,2.6,6.2,0.101,,0.6,-0.4,0.2,1.7,2006,DEN,44,38,0.541,6.8,32.2,0.8,2.0,7.0,0.119,False,2.0,5.0,12.0,2.0,5.0,1.0,6.0,True,True,False,True,True,True,False
3,Marcus Camby,31,56,1857,19.9,0.499,0.017,0.24,8.4,33.3,21.0,10.2,2.2,7.5,11.4,19.5,,1.0,4.5,5.5,0.141,,0.1,3.3,3.5,2.6,2006,DEN,44,38,0.505,18.9,12.0,3.1,2.6,5.8,0.138,False,1.0,11.0,2.0,10.0,1.0,3.0,2.0,True,False,True,False,True,True,True
4,Greg Buckner,29,73,1758,11.4,0.556,0.583,0.132,2.1,11.7,6.9,10.8,2.5,0.9,10.5,12.6,,1.7,2.0,3.8,0.103,,-1.2,1.7,0.5,1.1,2006,DEN,44,38,0.638,7.9,13.2,1.4,1.3,4.8,0.153,False,5.0,1.0,10.0,6.0,2.0,6.0,1.0,True,True,False,False,True,False,True
5,Francisco Elson,29,72,1579,10.1,0.556,0.018000000000000002,0.261,7.4,17.6,12.5,4.4,1.7,2.1,17.0,10.8,,0.8,2.0,2.9,0.087,,-3.2,1.0,-2.2,-0.1,2006,DEN,44,38,0.494,12.3,5.5,-2.5,-0.1,1.6,0.081,False,15.0,13.0,5.0,16.0,14.0,13.0,13.0,False,False,True,False,False,False,False
6,Kenyon Martin,28,56,1546,16.7,0.5329999999999999,0.037000000000000005,0.28300000000000003,7.1,19.4,13.3,8.8,1.4,2.5,9.6,21.6,,1.8,2.0,3.8,0.117,,-0.3,0.4,0.1,0.8,2006,DEN,44,38,0.521,13.0,13.0,1.1,1.8,5.3,0.111,False,3.0,9.0,4.0,8.0,4.0,4.0,8.0,True,False,True,False,True,True,False
7,Earl Boykins,29,60,1542,15.7,0.513,0.271,0.263,1.6,4.5,3.1,25.0,1.6,0.2,10.1,23.8,,2.0,0.9,2.9,0.09,,1.3,-1.3,0.0,0.7,2006,DEN,44,38,0.53,3.8,28.1,1.2,1.7,6.0,0.133,False,4.0,7.0,16.0,4.0,3.0,2.0,3.0,True,False,False,True,True,True,True
8,Eduardo Nájera,29,64,1449,10.9,0.494,0.04,0.379,10.4,15.7,13.1,5.2,1.9,1.8,13.3,12.5,,1.0,1.8,2.7,0.09,,-2.3,0.5,-1.8,0.1,2006,DEN,44,38,0.456,10.5,9.4,-3.4,-0.2,0.4,0.034,False,16.0,16.0,6.0,15.0,15.0,14.0,15.0,False,False,False,False,False,False,False
9,Earl Watson,26,46,975,12.8,0.563,0.61,0.209,2.1,8.2,5.2,25.3,1.9,0.5,19.6,17.6,,0.8,0.8,1.6,0.08,,0.2,-0.3,-0.1,0.4,2006,DEN,44,38,0.5,5.4,34.2,-0.7,0.6,2.3,0.062,False,9.0,12.0,14.0,1.0,11.0,12.0,14.0,False,False,False,True,False,False,False
10,DerMarr Johnson,25,58,924,11.7,0.545,0.523,0.13699999999999998,2.4,9.6,6.1,9.5,1.4,2.1,12.4,17.9,,0.5,0.8,1.3,0.07,,-0.6,-0.2,-0.8,0.3,2006,DEN,44,38,0.605,7.1,9.8,0.3,0.7,3.2,0.123,False,7.0,2.0,11.0,14.0,8.0,9.0,4.0,False,True,False,False,False,False,True
11,Ruben Patterson,30,26,736,15.4,0.563,0.023,0.438,7.2,7.1,7.1,15.6,2.4,0.9,18.2,22.7,,0.4,0.7,1.1,0.071,,-0.6,0.0,-0.7,0.2,2006,DEN,44,38,0.5579999999999999,8.1,12.4,-0.3,0.9,3.4,0.083,False,6.0,3.0,9.0,9.0,9.0,8.0,11.0,False,True,False,False,False,False,False
12,Reggie Evans,25,26,605,9.2,0.49,0.0,1.021,11.1,32.3,21.8,3.5,1.4,0.6,24.2,13.4,,-0.4,1.0,0.6,0.048,,-4.3,-0.5,-4.9,-0.4,2006,DEN,44,38,0.512,23.9,4.7,-1.1,0.4,3.8,0.096,False,12.0,10.0,1.0,17.0,12.0,7.0,9.0,False,False,True,False,False,False,False
13,Linas Kleiza,21,61,519,13.2,0.51,0.075,0.468,8.7,17.4,13.1,4.6,1.0,1.9,7.1,19.4,,0.6,0.6,1.2,0.111,,-2.9,-0.8,-3.7,-0.2,2006,DEN,44,38,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,-50.0,True,18.0,18.0,18.0,18.0,18.0,18.0,18.0,False,False,False,False,False,False,False
14,Howard Eisley,33,19,282,10.0,0.476,0.442,0.279,0.8,7.0,3.9,23.4,1.4,0.5,15.7,18.2,,0.0,0.2,0.2,0.036000000000000004,,-2.1,-0.8,-2.9,-0.1,2006,DEN,44,38,0.47,3.9,29.1,-3.9,-0.7,0.0,0.0,False,17.0,15.0,15.0,3.0,16.0,16.0,17.0,False,False,False,True,False,False,False
